Machine,Type,Machine ID,Timestamp,machine_id,vibration_level,power_consumption,weld_temperature,weld_current,weld_voltage,weld_time,pressure_applied,wire_feed_rate,gas_flow_rate,weld_strength_estimate,x,y,z
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:02:26.640073+00:00,welding_robot_006,0.21,6.0,1248.4,221.3,42.0,542.0,521.3,7.5,5.7,2408.8,33.1,97.0,61.9
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:02:30.091932+00:00,welding_robot_006,0.06,4.1,18.1,89.2,48.7,378.0,70.5,4.6,24.1,1742.2,63.3,130.8,97.9
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:03:11.529269+00:00,welding_robot_006,0.46,3.7,324.0,4.5,23.6,3.0,1936.1,4.7,38.8,521.5,117.6,47.1,126.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:03:13.048282+00:00,welding_robot_006,0.37,9.3,1605.3,190.9,3.0,313.0,762.6,3.6,17.2,1132.1,125.3,113.3,15.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:06:40.554543+00:00,welding_robot_006,0.7,1.3,473.0,293.5,41.9,865.0,87.9,8.4,49.2,2339.2,109.3,179.7,180.3
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:07:23.073699+00:00,welding_robot_006,0.95,5.8,260.7,187.7,46.0,748.0,1397.5,4.9,29.6,3639.0,16.5,22.1,175.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:07:23.430984+00:00,welding_robot_006,0.49,3.2,1004.1,233.6,37.1,12.0,13.6,3.6,20.1,3666.5,109.7,34.9,74.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:08:05.171214+00:00,welding_robot_006,0.36,4.7,256.7,12.3,36.7,349.0,1144.4,0.9,46.5,4672.6,122.7,152.3,147.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:08:06.590027+00:00,welding_robot_006,0.96,4.9,1881.4,135.2,37.4,844.0,868.4,8.9,40.9,3484.9,46.7,134.4,123.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:08:06.786414+00:00,welding_robot_006,0.49,9.5,937.6,83.6,28.9,421.0,1162.0,7.2,38.8,281.4,88.8,114.2,95.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:08:46.591171+00:00,welding_robot_006,0.69,4.1,1458.0,254.4,17.8,566.0,1515.7,1.6,40.1,668.0,181.9,111.5,71.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:08:48.232623+00:00,welding_robot_006,0.64,7.3,1277.7,237.7,42.8,663.0,1908.2,7.0,36.2,4419.5,107.6,86.6,194.3
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:09:29.819027+00:00,welding_robot_006,0.46,0.9,823.1,142.9,31.6,970.0,787.3,9.1,23.0,294.6,82.8,36.7,108.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:10:08.791411+00:00,welding_robot_006,0.84,1.9,457.5,7.6,16.5,657.0,778.0,1.7,43.2,3008.9,122.0,180.3,41.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:10:10.894166+00:00,welding_robot_006,0.71,1.9,1989.3,190.0,20.8,525.0,1804.7,4.8,47.2,2028.5,76.6,56.0,102.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:10:12.547158+00:00,welding_robot_006,0.14,8.1,519.8,105.5,9.4,922.0,134.8,9.6,37.5,2537.3,100.8,116.0,167.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:10:50.810454+00:00,welding_robot_006,0.45,0.4,1710.0,65.2,49.8,876.0,1836.4,2.1,30.8,3649.5,157.9,16.9,102.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:11:33.980682+00:00,welding_robot_006,0.27,0.9,382.7,283.9,42.0,12.0,1589.3,4.1,31.1,3162.8,178.2,51.8,115.9
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:11:36.688718+00:00,welding_robot_006,0.23,2.2,1689.7,107.0,44.2,586.0,517.4,4.8,30.0,4504.1,68.3,75.0,51.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:12:14.848527+00:00,welding_robot_006,0.49,7.1,436.8,68.2,49.3,340.0,417.0,7.8,20.4,1118.1,31.2,63.2,108.9
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:12:16.540952+00:00,welding_robot_006,0.09,2.9,1377.4,108.8,42.6,785.0,719.0,6.9,16.6,2501.1,39.2,122.9,110.9
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:12:18.865151+00:00,welding_robot_006,0.52,6.9,1169.8,63.3,18.1,340.0,129.8,3.1,40.9,1674.7,139.7,174.4,60.0
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:12:59.266810+00:00,welding_robot_006,0.64,6.1,629.0,47.7,35.4,401.0,146.3,1.6,49.1,1570.6,104.9,172.6,174.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:16:26.927574+00:00,welding_robot_006,0.71,7.3,1217.4,239.2,47.4,284.0,664.0,9.3,11.2,3224.9,95.3,144.0,99.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:16:31.201220+00:00,welding_robot_006,0.89,2.5,1605.1,167.5,23.2,895.0,659.2,6.5,26.3,3698.8,170.0,116.8,51.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:17:52.208823+00:00,welding_robot_006,0.36,5.9,1793.4,67.1,32.1,367.0,1824.0,7.9,33.4,601.3,35.9,44.6,82.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:17:54.615131+00:00,welding_robot_006,0.47,1.4,1516.5,69.0,29.7,299.0,1636.1,1.6,21.6,4029.6,141.7,88.9,140.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:18:32.973355+00:00,welding_robot_006,0.05,9.1,1958.0,46.5,2.6,405.0,1324.9,5.0,31.5,3268.5,53.3,70.2,65.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:18:33.310489+00:00,welding_robot_006,0.11,7.5,1059.9,178.2,44.2,558.0,1780.9,0.6,45.9,2859.1,153.7,109.4,164.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:19:16.466080+00:00,welding_robot_006,0.47,2.4,1272.1,286.7,14.7,91.0,829.5,9.4,36.6,3958.4,104.8,49.8,10.0
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:19:17.335134+00:00,welding_robot_006,0.73,4.9,1041.2,6.1,3.2,363.0,308.5,3.5,16.8,259.6,128.6,199.8,32.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:19:57.003461+00:00,welding_robot_006,0.99,3.1,754.9,125.8,36.0,552.0,688.2,5.6,43.8,4803.1,63.8,101.8,8.9
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:20:01.397511+00:00,welding_robot_006,0.3,4.0,185.5,243.4,10.9,288.0,30.8,3.7,14.2,193.2,31.7,91.0,101.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:20:39.123935+00:00,welding_robot_006,0.28,7.2,364.6,269.2,25.4,664.0,100.2,1.9,45.0,1209.2,185.8,24.0,96.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:20:39.351617+00:00,welding_robot_006,0.46,0.4,1981.1,144.4,33.5,928.0,1646.6,6.2,47.2,1269.2,158.1,18.5,27.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:21:24.147726+00:00,welding_robot_006,0.98,3.7,1164.1,232.9,18.7,667.0,1489.9,6.3,26.0,2705.1,111.0,191.1,155.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:21:24.990032+00:00,welding_robot_006,0.86,1.0,687.4,200.8,16.3,423.0,1599.5,8.5,33.9,3593.4,13.8,12.1,127.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:22:04.521024+00:00,welding_robot_006,0.31,4.0,454.6,103.0,48.7,433.0,1393.0,4.4,30.2,3901.5,84.9,86.5,152.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:22:04.882121+00:00,welding_robot_006,0.2,0.5,1476.1,78.7,21.2,756.0,1383.0,2.2,20.7,3531.1,191.7,134.4,21.0
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:22:05.904922+00:00,welding_robot_006,0.15,1.9,775.3,101.4,16.4,313.0,1692.8,9.1,46.0,677.4,149.4,58.8,81.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:22:47.195395+00:00,welding_robot_006,0.44,6.0,458.8,7.7,34.2,453.0,504.6,2.6,23.7,3937.2,159.1,28.5,157.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:23:29.160711+00:00,welding_robot_006,0.18,3.9,1236.5,293.9,43.3,339.0,374.1,2.3,22.3,1979.6,196.4,80.5,35.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:23:29.973885+00:00,welding_robot_006,0.03,3.9,1286.1,285.6,5.2,436.0,1599.6,0.2,23.2,1417.0,57.3,184.6,111.3
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:23:30.916538+00:00,welding_robot_006,0.37,2.9,1834.6,250.7,5.1,980.0,386.4,7.5,48.3,3161.2,196.2,110.0,71.0
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:24:09.151805+00:00,welding_robot_006,0.58,5.8,1389.5,2.1,39.6,709.0,388.2,7.2,9.7,3494.4,128.3,130.2,89.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:24:09.508707+00:00,welding_robot_006,0.62,6.1,375.5,38.5,9.1,877.0,896.3,4.2,47.9,3592.2,176.7,34.3,105.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:24:52.528376+00:00,welding_robot_006,0.97,1.7,1451.0,192.5,12.5,53.0,86.3,1.5,44.9,2423.2,64.3,84.7,28.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:24:54.088038+00:00,welding_robot_006,0.99,5.6,102.4,82.8,33.2,905.0,454.6,3.9,25.4,3098.3,160.3,98.0,9.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:25:34.172089+00:00,welding_robot_006,0.82,3.9,297.5,160.4,27.4,775.0,647.9,1.0,10.9,160.8,90.2,18.9,33.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:25:35.009501+00:00,welding_robot_006,0.53,6.0,1684.4,134.1,48.7,623.0,975.6,9.7,42.1,2708.4,94.1,95.5,193.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:25:37.484909+00:00,welding_robot_006,0.04,5.4,78.5,14.5,2.5,248.0,874.5,8.0,9.8,3457.1,142.1,157.3,175.9
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:26:16.681103+00:00,welding_robot_006,0.55,8.5,187.8,225.5,18.8,277.0,193.5,5.6,38.5,855.6,64.9,110.7,189.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:26:58.718307+00:00,welding_robot_006,0.5,2.3,1401.9,98.6,20.9,654.0,1435.1,0.5,7.3,3604.1,48.9,184.6,70.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:27:01.550560+00:00,welding_robot_006,0.29,9.8,2.5,204.7,37.7,50.0,522.2,6.0,18.5,1345.5,163.7,64.4,58.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:28:23.177756+00:00,welding_robot_006,0.36,1.5,1597.1,293.5,30.3,784.0,1286.3,5.4,33.7,3537.6,83.4,5.1,21.0
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:28:23.995160+00:00,welding_robot_006,0.52,9.4,160.2,206.4,19.2,180.0,1533.5,2.2,25.9,1044.5,0.1,173.0,111.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:29:04.386418+00:00,welding_robot_006,0.08,7.1,1273.3,152.5,39.8,902.0,1105.6,9.2,42.2,4917.1,22.6,77.4,172.0
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:29:05.785319+00:00,welding_robot_006,0.89,3.2,1188.4,35.1,9.4,319.0,26.0,10.0,46.9,3913.3,158.5,138.5,143.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:29:06.490433+00:00,welding_robot_006,0.79,8.5,857.5,258.9,22.5,459.0,951.4,2.7,40.6,2017.5,21.1,106.4,109.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:29:45.210336+00:00,welding_robot_006,0.09,3.7,1482.5,38.8,0.6,819.0,1800.9,2.6,44.9,1212.4,176.7,128.6,61.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:29:49.013481+00:00,welding_robot_006,0.86,2.4,423.8,173.8,40.8,588.0,1605.8,4.8,38.6,4068.2,51.7,160.0,124.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:30:29.607184+00:00,welding_robot_006,1.0,4.5,709.4,140.6,0.7,121.0,1547.2,1.1,29.0,2419.6,92.0,73.6,144.0
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:31:09.281374+00:00,welding_robot_006,0.98,5.7,1525.9,42.3,22.8,207.0,319.5,7.2,11.0,100.0,169.4,129.8,81.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:31:13.305814+00:00,welding_robot_006,0.45,8.8,880.9,90.6,8.9,746.0,278.2,2.5,27.1,1125.9,30.7,163.3,158.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:31:55.141369+00:00,welding_robot_006,0.65,8.3,690.2,211.1,6.7,231.0,1915.1,4.0,5.2,4329.5,25.2,32.8,170.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:31:55.728450+00:00,welding_robot_006,0.6,2.7,796.0,241.1,13.9,313.0,127.3,1.1,32.6,3062.9,32.0,161.3,85.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:32:33.315123+00:00,welding_robot_006,0.08,1.6,205.7,76.0,32.2,642.0,1254.8,9.2,40.9,2487.4,164.4,14.7,166.0
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:32:37.041451+00:00,welding_robot_006,0.55,0.2,4.5,122.8,0.0,490.0,170.5,0.5,22.3,4905.4,138.3,14.2,191.0
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:32:37.282168+00:00,welding_robot_006,0.3,0.2,1003.6,215.8,34.1,524.0,1168.8,3.5,17.9,1336.7,84.0,66.1,148.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:33:19.710172+00:00,welding_robot_006,0.92,7.6,627.3,233.1,40.7,851.0,117.6,9.6,49.1,1670.9,155.3,75.6,129.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:33:57.559214+00:00,welding_robot_006,0.98,6.6,186.9,153.9,43.8,98.0,832.1,6.1,11.4,2142.4,124.6,65.8,66.3
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:33:58.845352+00:00,welding_robot_006,0.85,1.0,887.5,268.6,15.5,170.0,1931.9,7.6,20.0,447.9,55.0,190.7,148.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:34:04.841169+00:00,welding_robot_006,0.39,7.4,776.8,286.9,49.0,668.0,244.0,5.5,9.5,3916.7,76.4,109.2,108.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:34:42.171002+00:00,welding_robot_006,0.61,1.9,776.2,298.9,9.8,954.0,727.0,5.0,46.6,1312.8,163.9,4.4,133.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:35:22.713728+00:00,welding_robot_006,0.37,4.0,1107.8,1.4,16.8,857.0,763.6,0.9,24.6,1943.4,165.2,124.3,11.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:35:25.021415+00:00,welding_robot_006,0.65,4.2,663.4,67.2,31.8,650.0,1404.2,9.2,39.2,4372.0,133.0,120.5,163.3
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:35:25.918158+00:00,welding_robot_006,0.44,1.5,69.2,144.9,48.3,323.0,1417.1,6.7,19.0,4684.2,148.8,102.9,173.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:36:04.530490+00:00,welding_robot_006,0.16,9.9,76.6,256.6,22.8,206.0,1192.1,7.5,8.4,2645.7,118.1,180.8,142.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:36:05.820830+00:00,welding_robot_006,0.22,7.2,691.1,133.9,49.6,419.0,125.5,0.4,31.3,3406.2,59.0,152.7,72.9
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:36:24.404135+00:00,welding_robot_006,0.82,4.4,1278.0,124.1,44.5,172.0,132.4,3.2,37.6,4200.4,38.6,22.4,35.0
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:36:56.319233+00:00,welding_robot_006,0.25,7.0,1179.0,210.1,6.8,132.0,1110.3,0.9,49.7,1423.5,180.9,143.6,179.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:36:56.455690+00:00,welding_robot_006,0.6,5.0,538.5,137.2,6.2,903.0,143.4,6.8,18.8,223.6,68.6,194.5,178.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:36:56.566650+00:00,welding_robot_006,0.9,2.9,545.3,73.2,49.7,785.0,1810.6,5.7,15.7,1619.8,53.3,9.3,194.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:37:00.389218+00:00,welding_robot_006,0.25,3.2,1954.6,137.0,8.8,804.0,36.2,6.9,23.8,4720.7,37.7,87.5,166.9
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:37:00.606859+00:00,welding_robot_006,0.36,0.2,807.4,120.8,33.9,461.0,1612.0,0.3,3.4,3710.6,142.4,58.0,53.9
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:38:21.441146+00:00,welding_robot_006,0.77,9.3,610.8,282.6,12.9,257.0,1061.7,7.3,29.8,3934.8,180.4,9.1,181.9
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:39:04.715488+00:00,welding_robot_006,0.32,2.1,1866.2,34.0,27.6,3.0,1137.3,2.8,35.0,976.1,53.8,4.2,143.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:39:46.401108+00:00,welding_robot_006,0.56,8.8,1340.0,53.6,48.0,673.0,1166.8,3.7,35.8,2808.0,96.6,192.5,148.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:39:47.829118+00:00,welding_robot_006,0.93,6.5,331.9,223.9,35.7,450.0,556.7,2.4,46.7,3502.8,115.6,192.2,6.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:40:26.469053+00:00,welding_robot_006,0.6,6.1,1128.8,125.5,44.6,921.0,1177.0,8.5,12.8,1251.3,190.3,94.7,132.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:40:28.139482+00:00,welding_robot_006,0.44,4.6,1376.2,94.8,24.9,363.0,1263.8,6.3,0.1,2204.9,50.2,119.3,17.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:41:08.474486+00:00,welding_robot_006,0.23,3.5,1210.5,59.7,12.8,632.0,89.1,4.5,36.6,3558.1,66.8,161.9,82.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:41:11.822905+00:00,welding_robot_006,0.36,3.7,1396.1,298.0,25.8,233.0,1765.2,5.8,35.7,546.0,43.9,20.6,20.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:41:12.060440+00:00,welding_robot_006,0.44,4.6,397.9,247.4,45.9,734.0,811.8,7.7,1.9,2620.0,7.2,73.4,161.3
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:41:54.084649+00:00,welding_robot_006,0.3,2.8,1023.1,223.0,9.0,94.0,1123.0,8.1,25.3,1349.4,162.2,58.7,61.0
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:41:54.408271+00:00,welding_robot_006,0.97,9.7,641.2,68.5,31.3,603.0,13.2,0.4,23.5,720.5,2.6,168.2,181.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:42:35.937287+00:00,welding_robot_006,0.35,9.3,104.2,49.4,9.5,835.0,268.1,3.0,35.0,4928.6,30.8,179.5,171.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:42:36.131548+00:00,welding_robot_006,0.57,3.0,629.1,231.4,39.1,938.0,715.1,2.6,12.2,4179.9,30.1,91.8,114.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:43:15.767014+00:00,welding_robot_006,0.69,9.7,1631.7,266.2,41.1,161.0,1080.9,0.0,34.9,3195.8,97.7,57.5,43.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:43:16.393667+00:00,welding_robot_006,0.89,9.3,324.2,107.8,10.7,142.0,1179.4,8.0,38.5,4692.4,35.4,45.2,63.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:43:58.041758+00:00,welding_robot_006,0.93,1.4,1151.4,25.2,43.6,631.0,448.7,9.5,13.2,3354.6,42.5,144.9,150.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:43:58.626963+00:00,welding_robot_006,0.21,8.4,668.3,30.0,44.6,284.0,1054.4,2.9,29.5,3763.0,101.9,125.0,198.0
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:44:00.177794+00:00,welding_robot_006,0.04,5.8,544.7,135.5,12.8,82.0,1647.8,4.2,13.5,4153.9,107.8,117.2,170.9
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:44:39.964845+00:00,welding_robot_006,0.11,9.2,1616.6,79.5,8.9,231.0,1399.2,5.0,45.6,2853.8,102.0,181.7,175.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:44:43.007108+00:00,welding_robot_006,0.18,8.5,698.0,69.4,35.8,166.0,1411.3,9.7,30.1,1153.0,176.6,104.6,175.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:45:23.164474+00:00,welding_robot_006,0.63,5.6,337.4,176.3,5.5,487.0,977.7,8.3,28.5,1632.8,5.9,148.8,143.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:46:04.465125+00:00,welding_robot_006,0.93,1.1,1029.9,250.4,39.8,341.0,342.5,2.1,5.6,2187.3,192.8,4.9,5.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:46:05.181476+00:00,welding_robot_006,0.84,1.1,891.2,75.8,9.9,138.0,62.7,6.6,46.3,4243.3,155.2,52.0,74.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:46:06.169750+00:00,welding_robot_006,0.18,2.4,155.9,293.6,30.7,907.0,816.8,0.2,12.4,784.7,33.8,59.5,182.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:46:44.619861+00:00,welding_robot_006,0.35,7.7,1575.4,241.3,21.6,485.0,1923.2,1.4,27.2,1221.3,42.6,138.3,158.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:46:47.496585+00:00,welding_robot_006,0.43,1.6,64.3,51.0,5.9,176.0,597.0,9.5,17.0,4531.5,168.5,131.9,126.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:47:26.643367+00:00,welding_robot_006,0.68,6.2,832.9,45.6,12.6,995.0,1506.2,6.2,42.6,1316.2,146.7,35.9,138.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:47:29.877061+00:00,welding_robot_006,0.18,4.7,228.0,261.6,1.3,472.0,755.3,10.0,15.3,1632.5,46.8,156.4,93.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:48:10.461667+00:00,welding_robot_006,0.27,4.8,1979.4,176.7,36.9,474.0,440.4,6.3,6.2,3467.0,72.4,101.7,43.9
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:48:50.695606+00:00,welding_robot_006,0.15,7.8,331.9,126.8,37.0,642.0,1385.8,6.3,11.8,78.4,187.8,153.9,156.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:48:52.447431+00:00,welding_robot_006,0.54,8.4,1243.2,252.5,22.6,104.0,1140.0,7.8,16.1,3859.7,40.2,86.8,108.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:49:36.246170+00:00,welding_robot_006,0.06,9.3,112.4,228.1,24.6,398.0,1895.4,1.4,36.6,714.4,55.0,197.3,192.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:50:17.424697+00:00,welding_robot_006,0.32,4.5,1594.8,288.9,9.2,545.0,681.8,1.6,49.4,3339.9,41.5,173.2,51.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:50:18.329913+00:00,welding_robot_006,0.22,6.7,333.7,157.5,45.8,590.0,1647.7,0.7,21.1,4470.6,46.7,74.7,81.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:50:58.002525+00:00,welding_robot_006,0.4,8.0,1953.2,24.7,25.6,707.0,915.1,1.3,21.7,2567.8,158.5,174.0,40.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:51:00.959413+00:00,welding_robot_006,0.2,5.7,577.0,271.1,0.5,876.0,1672.7,7.8,35.3,3173.9,136.0,3.3,153.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:51:01.646656+00:00,welding_robot_006,0.99,1.7,1891.6,96.3,22.1,708.0,922.1,2.6,26.3,763.7,144.4,69.0,134.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:51:41.392552+00:00,welding_robot_006,0.01,8.0,498.2,123.3,24.3,6.0,12.8,9.4,39.4,1016.6,15.7,171.4,92.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:52:22.318822+00:00,welding_robot_006,0.81,5.4,427.4,288.0,13.1,499.0,919.4,1.4,14.4,1932.6,189.7,193.5,95.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:52:23.118670+00:00,welding_robot_006,0.8,7.9,1073.4,174.3,1.5,231.0,1944.1,3.9,42.2,2545.7,42.0,119.1,144.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:53:05.329798+00:00,welding_robot_006,0.32,4.4,1171.6,218.4,9.8,626.0,966.3,1.9,22.7,2915.5,1.9,1.2,155.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:53:05.970101+00:00,welding_robot_006,0.76,3.8,331.2,114.9,40.0,456.0,1344.5,7.0,23.0,3545.9,171.5,106.8,59.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 21:53:45.790941+00:00,welding_robot_006,0.77,4.4,1887.8,186.8,25.0,48.0,1685.6,4.3,2.3,2255.7,23.1,15.5,135.3
