Machine,Type,Machine ID,Timestamp,machine_id,temperature,vibration_level,battery_level,load_weight,speed,distance_traveled,obstacle_detection,navigation_status,wheel_rotation_speed,x,y,z
AGV - agv_003,AGV,agv_003,2024-10-19 16:27:41.601983+00:00,agv_003,44.5,0.48,59.5,1066.7,0.2,1464.6,yes,rerouting,192.1,71.9,128.6,148.3
AGV - agv_003,AGV,agv_003,2024-10-19 16:28:01.551370+00:00,agv_003,20.3,0.25,92.7,736.2,3.2,392.5,yes,rerouting,85.6,106.8,175.6,50.0
AGV - agv_003,AGV,agv_003,2024-10-19 16:28:21.485427+00:00,agv_003,7.4,0.3,68.7,886.4,3.5,429.3,no,rerouting,178.0,0.9,179.9,73.3
AGV - agv_003,AGV,agv_003,2024-10-19 16:28:41.617835+00:00,agv_003,20.0,0.13,97.3,1249.9,2.1,1744.2,yes,waiting,232.9,56.8,18.6,189.1
AGV - agv_003,AGV,agv_003,2024-10-19 16:29:01.690294+00:00,agv_003,33.3,0.47,44.0,168.1,4.9,1096.9,yes,waiting,152.8,22.1,20.0,147.0
AGV - agv_003,AGV,agv_003,2024-10-19 16:29:21.389391+00:00,agv_003,22.4,0.27,9.5,753.3,2.0,678.6,no,en_route,15.0,152.9,121.6,144.1
AGV - agv_003,AGV,agv_003,2024-10-19 16:29:41.791445+00:00,agv_003,41.3,0.48,21.9,511.8,3.3,264.2,yes,waiting,327.6,173.8,167.8,178.9
AGV - agv_003,AGV,agv_003,2024-10-19 16:30:01.577566+00:00,agv_003,43.3,0.44,21.4,122.5,3.5,528.7,no,en_route,237.7,176.5,122.6,182.4
AGV - agv_003,AGV,agv_003,2024-10-19 16:30:21.384229+00:00,agv_003,33.7,0.43,59.4,475.7,4.8,56.8,yes,rerouting,433.4,44.4,186.6,82.4
AGV - agv_003,AGV,agv_003,2024-10-19 16:30:41.603942+00:00,agv_003,13.5,0.3,6.0,1400.9,2.2,1384.2,yes,en_route,310.5,162.7,82.1,161.9
AGV - agv_003,AGV,agv_003,2024-10-19 16:31:01.501095+00:00,agv_003,29.4,0.01,81.7,1473.7,2.8,879.9,no,en_route,176.0,34.1,14.3,12.0
AGV - agv_003,AGV,agv_003,2024-10-19 16:31:20.606395+00:00,agv_003,42.3,0.13,3.7,1206.4,3.1,633.8,no,en_route,73.3,30.9,21.4,173.4
AGV - agv_003,AGV,agv_003,2024-10-19 16:31:40.681607+00:00,agv_003,17.8,0.04,71.7,685.7,1.1,910.8,yes,en_route,129.7,88.3,64.4,189.4
AGV - agv_003,AGV,agv_003,2024-10-19 16:32:00.869973+00:00,agv_003,22.3,0.46,18.1,447.6,0.7,1374.8,no,rerouting,28.3,183.8,109.0,97.0
AGV - agv_003,AGV,agv_003,2024-10-19 16:32:20.695673+00:00,agv_003,15.9,0.18,30.7,761.9,3.9,1772.6,yes,rerouting,442.5,64.3,37.4,77.5
AGV - agv_003,AGV,agv_003,2024-10-19 16:32:40.643621+00:00,agv_003,37.3,0.33,78.5,1200.7,2.0,693.5,yes,rerouting,239.3,41.6,48.7,171.6
AGV - agv_003,AGV,agv_003,2024-10-19 16:33:00.805574+00:00,agv_003,16.8,0.39,90.4,102.0,1.4,712.1,yes,waiting,480.9,94.1,178.1,174.4
AGV - agv_003,AGV,agv_003,2024-10-19 16:33:21.293467+00:00,agv_003,16.3,0.43,16.6,800.9,2.2,1539.6,no,rerouting,402.3,72.9,177.4,153.1
AGV - agv_003,AGV,agv_003,2024-10-19 16:33:40.780964+00:00,agv_003,33.2,0.03,46.2,1466.0,3.7,1860.5,yes,waiting,462.5,185.0,40.4,181.3
AGV - agv_003,AGV,agv_003,2024-10-19 16:34:00.670572+00:00,agv_003,47.3,0.26,43.2,1331.0,4.0,1174.7,no,waiting,323.8,32.5,16.3,150.1
AGV - agv_003,AGV,agv_003,2024-10-19 16:34:20.734855+00:00,agv_003,22.1,0.27,90.3,145.3,3.2,578.1,no,waiting,302.6,176.0,191.0,6.6
AGV - agv_003,AGV,agv_003,2024-10-19 16:34:41.667909+00:00,agv_003,12.3,0.29,52.4,462.9,1.8,178.7,yes,waiting,58.8,14.8,192.2,8.0
AGV - agv_003,AGV,agv_003,2024-10-19 16:35:00.800159+00:00,agv_003,2.4,0.47,44.0,1038.8,4.9,1541.4,yes,waiting,273.8,135.2,182.1,98.4
AGV - agv_003,AGV,agv_003,2024-10-19 16:35:20.761769+00:00,agv_003,0.8,0.31,88.8,121.4,1.6,1988.3,yes,waiting,476.3,102.0,76.8,165.8
AGV - agv_003,AGV,agv_003,2024-10-19 16:35:40.787693+00:00,agv_003,16.6,0.43,58.6,317.7,4.5,1176.9,yes,waiting,124.0,117.2,6.1,108.7
AGV - agv_003,AGV,agv_003,2024-10-19 16:36:01.056092+00:00,agv_003,26.6,0.32,28.4,710.8,0.5,1535.2,yes,waiting,70.9,14.9,122.3,108.2
AGV - agv_003,AGV,agv_003,2024-10-19 16:36:20.954836+00:00,agv_003,8.6,0.36,40.2,1117.2,4.6,1059.1,no,rerouting,224.3,66.8,125.1,86.0
AGV - agv_003,AGV,agv_003,2024-10-19 16:36:40.894532+00:00,agv_003,47.2,0.16,75.2,874.1,2.0,1116.3,no,rerouting,309.0,191.1,169.7,111.7
AGV - agv_003,AGV,agv_003,2024-10-19 16:37:00.945762+00:00,agv_003,21.9,0.2,54.8,1183.3,0.4,178.5,yes,waiting,224.9,115.0,163.9,146.0
AGV - agv_003,AGV,agv_003,2024-10-19 16:37:20.910760+00:00,agv_003,49.1,0.47,23.9,277.2,2.1,1375.2,yes,waiting,355.4,32.8,24.4,30.4
AGV - agv_003,AGV,agv_003,2024-10-19 16:37:41.533621+00:00,agv_003,46.6,0.24,74.0,1134.2,2.4,1707.1,yes,rerouting,233.5,170.7,45.3,127.2
AGV - agv_003,AGV,agv_003,2024-10-19 16:38:00.939187+00:00,agv_003,12.1,0.37,2.5,1214.4,1.7,752.1,no,en_route,328.8,69.7,27.5,134.5
AGV - agv_003,AGV,agv_003,2024-10-19 16:38:20.980610+00:00,agv_003,25.9,0.46,62.8,587.4,0.9,359.6,no,en_route,0.4,81.4,28.2,141.8
AGV - agv_003,AGV,agv_003,2024-10-19 16:38:41.562008+00:00,agv_003,0.3,0.45,72.1,926.3,4.1,1565.6,yes,rerouting,44.4,143.9,76.4,79.4
AGV - agv_003,AGV,agv_003,2024-10-19 16:39:20.716486+00:00,agv_003,45.5,0.49,14.1,21.1,0.0,450.7,no,waiting,335.2,2.1,48.9,48.6
AGV - agv_003,AGV,agv_003,2024-10-19 16:40:01.497547+00:00,agv_003,13.4,0.43,19.7,1457.2,3.8,1970.4,yes,waiting,40.8,188.3,160.0,141.4
AGV - agv_003,AGV,agv_003,2024-10-19 16:40:21.416674+00:00,agv_003,4.9,0.22,22.0,438.4,3.7,1883.5,no,en_route,416.1,49.7,126.5,70.1
AGV - agv_003,AGV,agv_003,2024-10-19 16:40:41.304052+00:00,agv_003,26.6,0.1,38.5,470.1,4.8,1252.3,no,rerouting,246.5,127.6,105.6,31.0
AGV - agv_003,AGV,agv_003,2024-10-19 16:41:01.349107+00:00,agv_003,4.0,0.22,19.6,582.7,0.3,1421.2,yes,rerouting,298.8,175.8,41.3,26.6
AGV - agv_003,AGV,agv_003,2024-10-19 16:41:21.456812+00:00,agv_003,39.1,0.17,42.2,1496.9,0.8,1604.4,no,en_route,248.6,150.8,196.9,17.6
AGV - agv_003,AGV,agv_003,2024-10-19 16:41:41.554842+00:00,agv_003,22.8,0.18,12.6,984.2,1.9,864.5,yes,waiting,186.2,198.7,198.3,113.2
AGV - agv_003,AGV,agv_003,2024-10-19 16:42:01.248479+00:00,agv_003,7.7,0.02,95.8,1473.8,2.2,46.1,no,en_route,360.1,7.2,153.4,32.4
AGV - agv_003,AGV,agv_003,2024-10-19 16:42:21.332218+00:00,agv_003,8.9,0.1,82.8,486.9,1.3,758.6,yes,waiting,172.5,34.0,91.8,69.2
AGV - agv_003,AGV,agv_003,2024-10-19 16:42:41.618776+00:00,agv_003,35.9,0.5,3.9,838.0,2.6,249.0,yes,waiting,415.3,125.1,24.7,173.3
AGV - agv_003,AGV,agv_003,2024-10-19 16:43:00.152771+00:00,agv_003,24.8,0.03,18.8,940.4,3.6,527.0,no,rerouting,279.0,1.8,76.9,102.9
AGV - agv_003,AGV,agv_003,2024-10-19 16:43:20.635183+00:00,agv_003,26.5,0.41,68.4,904.1,1.9,1462.4,no,en_route,249.2,68.2,172.8,11.9
AGV - agv_003,AGV,agv_003,2024-10-19 16:43:40.837643+00:00,agv_003,33.2,0.11,36.1,597.5,2.6,1896.4,yes,rerouting,404.2,148.6,20.3,74.9
AGV - agv_003,AGV,agv_003,2024-10-19 16:44:01.324516+00:00,agv_003,9.3,0.36,46.6,584.5,3.9,669.8,no,rerouting,370.6,145.8,172.0,190.5
AGV - agv_003,AGV,agv_003,2024-10-19 16:44:40.286591+00:00,agv_003,4.0,0.14,3.4,533.0,3.3,1297.5,yes,rerouting,333.1,22.0,159.2,90.3
AGV - agv_003,AGV,agv_003,2024-10-19 16:45:01.068485+00:00,agv_003,3.9,0.03,16.0,1200.4,2.7,1389.6,yes,en_route,78.8,68.6,178.7,20.9
AGV - agv_003,AGV,agv_003,2024-10-19 16:45:21.310259+00:00,agv_003,43.6,0.35,11.6,1316.2,0.7,1663.8,no,rerouting,442.2,5.7,49.3,18.4
AGV - agv_003,AGV,agv_003,2024-10-19 16:45:41.588824+00:00,agv_003,47.8,0.15,71.8,894.5,1.3,1523.5,no,rerouting,94.3,156.9,169.6,83.2
AGV - agv_003,AGV,agv_003,2024-10-19 16:46:01.534715+00:00,agv_003,20.5,0.24,30.7,623.7,4.1,708.0,no,en_route,468.3,36.0,83.9,90.8
AGV - agv_003,AGV,agv_003,2024-10-19 16:46:21.401854+00:00,agv_003,44.2,0.48,19.2,5.8,0.8,815.6,yes,waiting,269.7,159.9,181.3,168.3
AGV - agv_003,AGV,agv_003,2024-10-19 16:46:40.696722+00:00,agv_003,41.4,0.12,56.3,1459.5,3.6,1548.6,no,rerouting,157.4,113.7,58.4,43.1
AGV - agv_003,AGV,agv_003,2024-10-19 16:47:01.079840+00:00,agv_003,43.0,0.18,57.0,1036.3,1.5,1728.1,no,rerouting,328.5,86.7,21.8,28.2
AGV - agv_003,AGV,agv_003,2024-10-19 16:47:21.027013+00:00,agv_003,30.0,0.17,11.9,1387.4,2.4,786.4,yes,waiting,202.9,99.0,70.1,17.1
AGV - agv_003,AGV,agv_003,2024-10-19 16:47:41.069410+00:00,agv_003,41.9,0.09,13.3,572.2,0.7,569.4,yes,en_route,28.0,52.2,50.1,79.9
AGV - agv_003,AGV,agv_003,2024-10-19 16:48:00.506662+00:00,agv_003,13.8,0.18,13.1,1103.6,3.7,1376.7,no,en_route,407.5,170.1,176.6,98.7
AGV - agv_003,AGV,agv_003,2024-10-19 16:48:20.062551+00:00,agv_003,46.4,0.09,5.0,818.6,2.0,523.7,yes,rerouting,198.3,132.2,172.6,105.0
AGV - agv_003,AGV,agv_003,2024-10-19 16:48:41.220326+00:00,agv_003,49.6,0.09,12.5,726.1,0.5,1130.3,yes,waiting,189.5,85.4,46.8,168.8
AGV - agv_003,AGV,agv_003,2024-10-19 16:49:00.671487+00:00,agv_003,10.0,0.35,21.6,214.8,1.4,999.9,no,waiting,353.5,179.3,133.2,168.6
AGV - agv_003,AGV,agv_003,2024-10-19 16:49:20.275917+00:00,agv_003,34.7,0.37,43.4,347.3,4.5,1110.3,no,waiting,381.8,51.4,59.4,190.3
AGV - agv_003,AGV,agv_003,2024-10-19 16:49:40.755345+00:00,agv_003,36.0,0.47,2.5,1089.4,1.1,793.0,yes,en_route,416.0,84.9,199.9,129.6
AGV - agv_003,AGV,agv_003,2024-10-19 16:50:00.720033+00:00,agv_003,30.5,0.22,38.2,629.3,0.9,654.7,no,rerouting,297.4,108.2,141.3,43.2
AGV - agv_003,AGV,agv_003,2024-10-19 16:50:21.191359+00:00,agv_003,7.8,0.22,51.5,223.9,1.6,1155.6,no,en_route,265.9,2.5,193.0,54.2
AGV - agv_003,AGV,agv_003,2024-10-19 16:50:40.849054+00:00,agv_003,28.7,0.22,49.2,547.2,0.1,1639.6,no,rerouting,338.7,1.0,131.1,81.0
AGV - agv_003,AGV,agv_003,2024-10-19 16:51:00.662278+00:00,agv_003,8.6,0.13,92.0,555.7,3.8,642.7,yes,waiting,6.7,34.5,103.8,24.9
AGV - agv_003,AGV,agv_003,2024-10-19 16:51:23.403982+00:00,agv_003,45.6,0.26,33.0,813.4,0.1,1748.2,no,en_route,462.9,100.2,62.5,169.4
AGV - agv_003,AGV,agv_003,2024-10-19 16:51:41.833925+00:00,agv_003,20.5,0.05,71.0,1375.9,2.6,1726.5,no,rerouting,409.4,3.7,196.1,58.8
AGV - agv_003,AGV,agv_003,2024-10-19 16:52:01.180860+00:00,agv_003,41.6,0.23,52.5,1202.2,3.4,1789.3,no,en_route,262.0,113.6,18.3,43.1
AGV - agv_003,AGV,agv_003,2024-10-19 16:52:20.564752+00:00,agv_003,21.6,0.23,9.1,962.9,0.5,1310.9,no,waiting,215.3,154.2,199.4,132.9
AGV - agv_003,AGV,agv_003,2024-10-19 16:52:40.617463+00:00,agv_003,15.1,0.11,3.4,6.3,0.5,1639.3,no,en_route,90.7,25.1,107.6,33.4
AGV - agv_003,AGV,agv_003,2024-10-19 16:53:00.805141+00:00,agv_003,46.7,0.46,97.8,504.9,3.4,1219.8,no,waiting,391.6,92.2,101.5,28.7
AGV - agv_003,AGV,agv_003,2024-10-19 16:53:20.817220+00:00,agv_003,16.9,0.19,29.6,426.0,0.2,1030.6,yes,en_route,412.2,8.2,126.3,2.1
AGV - agv_003,AGV,agv_003,2024-10-19 16:53:41.505960+00:00,agv_003,0.4,0.07,0.5,583.1,2.0,1002.4,yes,rerouting,183.8,155.7,190.2,33.8
AGV - agv_003,AGV,agv_003,2024-10-19 16:54:01.507218+00:00,agv_003,5.5,0.04,60.0,615.6,1.2,79.2,yes,waiting,37.2,118.2,108.0,3.5
AGV - agv_003,AGV,agv_003,2024-10-19 16:54:20.333929+00:00,agv_003,30.7,0.4,24.8,1117.5,2.6,230.9,no,en_route,257.9,5.1,27.6,121.4
AGV - agv_003,AGV,agv_003,2024-10-19 16:54:40.868427+00:00,agv_003,27.6,0.33,69.7,1132.6,0.7,370.7,no,waiting,465.1,37.4,135.2,18.2
AGV - agv_003,AGV,agv_003,2024-10-19 16:55:01.126844+00:00,agv_003,49.2,0.09,43.3,554.5,3.9,823.6,yes,en_route,220.1,13.6,69.4,134.7
AGV - agv_003,AGV,agv_003,2024-10-19 16:55:20.581196+00:00,agv_003,4.8,0.19,13.3,655.0,3.9,1777.7,no,waiting,250.6,8.2,28.9,20.6
AGV - agv_003,AGV,agv_003,2024-10-19 16:55:41.407796+00:00,agv_003,27.8,0.31,87.1,1449.0,2.5,1474.7,yes,waiting,225.6,24.2,64.1,103.9
AGV - agv_003,AGV,agv_003,2024-10-19 16:56:01.249632+00:00,agv_003,0.7,0.02,58.9,858.9,3.7,1334.8,no,rerouting,444.1,126.2,159.6,112.0
AGV - agv_003,AGV,agv_003,2024-10-19 16:56:20.256564+00:00,agv_003,29.5,0.39,77.3,1439.6,2.4,910.3,yes,rerouting,25.4,137.4,111.1,81.6
AGV - agv_003,AGV,agv_003,2024-10-19 16:56:41.265188+00:00,agv_003,16.9,0.4,31.5,1399.0,3.0,1921.3,yes,rerouting,415.8,189.3,120.4,29.9
AGV - agv_003,AGV,agv_003,2024-10-19 16:57:00.408315+00:00,agv_003,7.9,0.11,8.6,838.7,4.4,1293.6,no,waiting,232.2,172.8,154.0,179.0
AGV - agv_003,AGV,agv_003,2024-10-19 16:57:21.126706+00:00,agv_003,47.5,0.07,33.7,1322.9,3.3,582.7,no,waiting,45.5,184.6,18.5,42.2
AGV - agv_003,AGV,agv_003,2024-10-19 16:58:00.614603+00:00,agv_003,5.3,0.44,32.7,648.3,3.6,654.2,yes,waiting,443.1,129.7,26.7,21.5
AGV - agv_003,AGV,agv_003,2024-10-19 16:58:22.127445+00:00,agv_003,31.2,0.21,71.6,649.8,4.8,1018.7,no,rerouting,279.0,139.6,51.4,117.5
AGV - agv_003,AGV,agv_003,2024-10-19 16:58:40.705217+00:00,agv_003,6.1,0.39,32.8,971.4,0.2,1168.9,yes,en_route,336.5,62.8,53.7,154.7
AGV - agv_003,AGV,agv_003,2024-10-19 16:59:00.718915+00:00,agv_003,20.3,0.07,36.9,1164.1,3.5,706.0,no,rerouting,323.1,83.6,143.1,151.1
AGV - agv_003,AGV,agv_003,2024-10-19 16:59:21.190209+00:00,agv_003,38.9,0.34,32.1,139.3,2.9,105.8,no,waiting,344.1,1.4,152.3,90.7
AGV - agv_003,AGV,agv_003,2024-10-19 16:59:41.141233+00:00,agv_003,34.7,0.35,84.9,1355.5,0.4,1241.5,no,waiting,487.6,164.0,189.8,122.2
AGV - agv_003,AGV,agv_003,2024-10-19 17:00:01.328230+00:00,agv_003,34.7,0.45,36.8,1374.2,4.0,1179.5,no,en_route,375.0,35.8,29.3,145.8
AGV - agv_003,AGV,agv_003,2024-10-19 17:00:21.507920+00:00,agv_003,36.3,0.46,87.2,697.8,2.5,1366.2,no,en_route,330.6,80.2,186.9,107.9
AGV - agv_003,AGV,agv_003,2024-10-19 17:00:41.581446+00:00,agv_003,36.8,0.21,57.8,1120.7,4.4,748.8,no,waiting,351.1,197.2,146.7,133.3
AGV - agv_003,AGV,agv_003,2024-10-19 17:01:01.546728+00:00,agv_003,22.8,0.22,42.0,211.4,3.5,707.0,no,en_route,470.8,55.4,121.5,66.2
AGV - agv_003,AGV,agv_003,2024-10-19 17:01:20.183379+00:00,agv_003,23.3,0.4,58.6,857.0,3.3,1875.5,yes,rerouting,49.3,140.7,199.2,169.8
AGV - agv_003,AGV,agv_003,2024-10-19 17:01:40.237787+00:00,agv_003,15.6,0.11,90.4,904.7,0.2,466.0,yes,waiting,408.3,145.4,145.1,122.1
AGV - agv_003,AGV,agv_003,2024-10-19 17:02:02.519671+00:00,agv_003,40.4,0.14,9.7,554.4,4.7,1162.1,no,waiting,348.9,106.2,73.8,45.3
AGV - agv_003,AGV,agv_003,2024-10-19 17:02:21.230979+00:00,agv_003,18.4,0.37,23.0,879.4,4.6,1975.1,no,waiting,259.3,176.0,100.9,125.0
AGV - agv_003,AGV,agv_003,2024-10-19 17:02:41.630324+00:00,agv_003,47.3,0.38,26.9,1093.5,3.1,411.4,yes,en_route,466.4,107.3,89.5,31.7
AGV - agv_003,AGV,agv_003,2024-10-19 17:03:01.497401+00:00,agv_003,28.7,0.0,12.4,800.4,3.4,846.4,no,waiting,230.4,78.7,6.8,51.8
AGV - agv_003,AGV,agv_003,2024-10-19 17:03:20.198740+00:00,agv_003,1.2,0.23,57.0,1407.3,3.6,1997.7,yes,waiting,420.6,178.6,0.2,131.0
AGV - agv_003,AGV,agv_003,2024-10-19 17:03:40.981575+00:00,agv_003,32.8,0.49,2.5,619.6,2.8,1208.7,no,waiting,434.1,55.8,133.1,175.6
AGV - agv_003,AGV,agv_003,2024-10-19 17:04:00.742924+00:00,agv_003,27.1,0.09,49.5,1355.3,1.7,704.8,yes,en_route,65.0,13.5,26.2,108.1
AGV - agv_003,AGV,agv_003,2024-10-19 17:04:21.357167+00:00,agv_003,13.8,0.06,71.3,927.6,4.7,696.9,yes,en_route,476.2,58.0,198.6,117.5
AGV - agv_003,AGV,agv_003,2024-10-19 17:04:40.864722+00:00,agv_003,28.6,0.15,97.8,274.8,2.8,1655.4,no,en_route,111.3,157.9,58.6,127.9
AGV - agv_003,AGV,agv_003,2024-10-19 17:05:00.761328+00:00,agv_003,0.3,0.09,79.9,254.2,4.7,280.4,yes,rerouting,1.9,70.3,30.5,163.8
AGV - agv_003,AGV,agv_003,2024-10-19 17:05:21.360509+00:00,agv_003,49.5,0.37,0.1,1254.4,2.4,1671.6,no,waiting,52.7,131.0,49.4,48.3
AGV - agv_003,AGV,agv_003,2024-10-19 17:05:40.430627+00:00,agv_003,44.8,0.2,97.5,1013.4,2.8,1523.7,yes,waiting,262.9,135.3,131.7,80.8
AGV - agv_003,AGV,agv_003,2024-10-19 17:06:01.213053+00:00,agv_003,24.8,0.06,25.0,513.5,0.4,1582.2,yes,waiting,242.4,198.0,170.7,17.3
AGV - agv_003,AGV,agv_003,2024-10-19 17:06:20.851343+00:00,agv_003,7.6,0.08,30.5,832.5,3.4,432.6,yes,rerouting,310.0,77.3,37.6,21.1
AGV - agv_003,AGV,agv_003,2024-10-19 17:06:40.141337+00:00,agv_003,19.1,0.4,56.8,1290.7,2.8,1943.7,no,rerouting,0.7,100.8,190.4,124.0
AGV - agv_003,AGV,agv_003,2024-10-19 17:07:00.835319+00:00,agv_003,6.0,0.35,55.9,619.7,3.9,1914.0,yes,waiting,145.2,99.8,144.1,11.5
AGV - agv_003,AGV,agv_003,2024-10-19 17:07:21.354287+00:00,agv_003,28.8,0.49,89.5,1279.7,1.5,568.4,yes,en_route,122.5,67.5,93.6,46.8
AGV - agv_003,AGV,agv_003,2024-10-19 17:07:41.183874+00:00,agv_003,10.5,0.12,5.6,1330.7,0.1,901.8,no,en_route,261.1,76.7,191.4,1.9
AGV - agv_003,AGV,agv_003,2024-10-19 17:08:01.419059+00:00,agv_003,15.2,0.04,87.5,886.9,1.1,799.0,yes,waiting,132.9,119.7,175.9,55.4
AGV - agv_003,AGV,agv_003,2024-10-19 17:08:20.885621+00:00,agv_003,0.9,0.41,94.9,59.3,0.4,1305.7,yes,en_route,239.6,21.8,178.6,26.1
AGV - agv_003,AGV,agv_003,2024-10-19 17:08:40.463668+00:00,agv_003,12.9,0.31,73.3,752.5,3.4,840.7,yes,en_route,470.3,1.1,15.4,9.9
AGV - agv_003,AGV,agv_003,2024-10-19 17:09:00.936613+00:00,agv_003,34.7,0.29,39.2,821.8,1.6,888.0,yes,rerouting,394.6,45.1,21.9,26.0
AGV - agv_003,AGV,agv_003,2024-10-19 17:09:20.752058+00:00,agv_003,2.5,0.45,50.8,465.4,2.3,59.3,no,rerouting,434.1,148.1,165.1,69.9
AGV - agv_003,AGV,agv_003,2024-10-19 17:09:40.518167+00:00,agv_003,4.1,0.21,4.5,1129.5,0.5,272.8,no,waiting,139.0,31.4,170.3,109.2
AGV - agv_003,AGV,agv_003,2024-10-19 17:10:01.115066+00:00,agv_003,28.9,0.08,22.3,1062.1,1.1,470.0,no,en_route,56.8,108.9,62.3,51.4
AGV - agv_003,AGV,agv_003,2024-10-19 17:10:21.066480+00:00,agv_003,36.4,0.45,29.6,249.3,0.8,1514.2,no,en_route,247.4,199.4,22.6,39.4
AGV - agv_003,AGV,agv_003,2024-10-19 17:10:41.035419+00:00,agv_003,8.8,0.08,13.1,1240.7,3.4,1904.7,yes,waiting,498.4,167.4,186.5,140.5
AGV - agv_003,AGV,agv_003,2024-10-19 17:11:00.188480+00:00,agv_003,31.4,0.01,96.5,1038.1,0.8,1762.1,yes,en_route,106.7,72.7,68.8,120.9
AGV - agv_003,AGV,agv_003,2024-10-19 17:11:20.704329+00:00,agv_003,26.6,0.19,15.0,1358.8,2.4,1134.2,no,en_route,307.5,114.9,65.3,156.5
AGV - agv_003,AGV,agv_003,2024-10-19 17:11:40.764779+00:00,agv_003,48.1,0.38,90.2,603.7,1.4,987.7,no,rerouting,129.1,116.3,144.8,120.4
AGV - agv_003,AGV,agv_003,2024-10-19 17:12:01.139517+00:00,agv_003,48.0,0.18,65.3,632.2,1.7,1472.3,no,en_route,47.6,80.3,1.4,72.2
AGV - agv_003,AGV,agv_003,2024-10-19 17:12:21.366416+00:00,agv_003,3.4,0.23,23.5,160.4,2.2,1634.3,yes,rerouting,57.4,171.2,135.2,189.9
AGV - agv_003,AGV,agv_003,2024-10-19 17:12:41.317794+00:00,agv_003,17.8,0.37,12.3,538.0,4.1,1613.9,no,waiting,232.5,117.8,67.0,144.8
AGV - agv_003,AGV,agv_003,2024-10-19 17:13:01.484212+00:00,agv_003,17.6,0.48,11.1,924.4,4.7,824.7,yes,rerouting,360.6,0.8,37.1,54.4
AGV - agv_003,AGV,agv_003,2024-10-19 17:13:20.435364+00:00,agv_003,36.6,0.13,11.9,892.8,3.8,336.7,no,en_route,388.7,129.2,170.4,93.3
AGV - agv_003,AGV,agv_003,2024-10-19 17:13:41.126160+00:00,agv_003,39.6,0.37,61.8,401.4,3.8,1521.2,yes,waiting,164.7,24.5,117.4,30.0
AGV - agv_003,AGV,agv_003,2024-10-19 17:14:00.826135+00:00,agv_003,15.7,0.5,75.5,1115.2,2.4,822.1,no,rerouting,346.4,166.2,9.1,35.9
AGV - agv_003,AGV,agv_003,2024-10-19 17:14:21.382343+00:00,agv_003,32.3,0.1,26.9,576.8,0.4,374.7,no,waiting,93.4,79.8,117.5,180.1
AGV - agv_003,AGV,agv_003,2024-10-19 17:14:41.303926+00:00,agv_003,21.2,0.45,53.7,1329.2,2.1,609.8,yes,en_route,328.4,121.4,165.2,102.0
AGV - agv_003,AGV,agv_003,2024-10-19 17:15:00.863929+00:00,agv_003,38.3,0.42,8.9,488.0,3.4,1648.4,no,waiting,79.0,74.3,127.4,125.0
AGV - agv_003,AGV,agv_003,2024-10-19 17:15:20.143498+00:00,agv_003,43.0,0.41,12.8,22.0,3.7,669.8,no,rerouting,96.9,183.8,123.2,13.9
AGV - agv_003,AGV,agv_003,2024-10-19 17:15:40.710199+00:00,agv_003,31.4,0.42,29.5,723.8,2.0,1963.0,yes,en_route,107.5,115.0,75.4,63.0
AGV - agv_003,AGV,agv_003,2024-10-19 17:16:01.214485+00:00,agv_003,10.1,0.18,66.8,943.7,0.9,1878.0,no,waiting,81.3,165.1,60.9,82.5
AGV - agv_003,AGV,agv_003,2024-10-19 17:16:20.762263+00:00,agv_003,49.8,0.47,76.4,324.5,1.9,1597.4,no,waiting,348.8,60.5,88.5,25.1
AGV - agv_003,AGV,agv_003,2024-10-19 17:16:40.350501+00:00,agv_003,6.5,0.38,33.7,732.7,4.7,466.2,no,en_route,214.6,97.3,47.0,108.8
AGV - agv_003,AGV,agv_003,2024-10-19 17:17:00.362238+00:00,agv_003,2.7,0.05,41.9,825.3,2.6,962.1,no,rerouting,285.6,186.9,49.2,84.4
AGV - agv_003,AGV,agv_003,2024-10-19 17:17:20.678414+00:00,agv_003,35.0,0.49,63.7,148.7,1.0,674.5,yes,en_route,206.8,86.2,8.8,172.8
AGV - agv_003,AGV,agv_003,2024-10-19 17:17:41.210606+00:00,agv_003,44.2,0.39,71.9,326.6,4.6,1367.5,no,rerouting,468.8,168.2,90.6,151.1
AGV - agv_003,AGV,agv_003,2024-10-19 17:18:00.987646+00:00,agv_003,37.0,0.13,33.5,495.8,4.8,504.5,no,rerouting,137.4,165.3,190.4,128.4
AGV - agv_003,AGV,agv_003,2024-10-19 17:18:21.541769+00:00,agv_003,17.3,0.38,61.7,1139.5,1.7,1581.7,no,waiting,191.4,29.3,6.2,61.9
AGV - agv_003,AGV,agv_003,2024-10-19 17:18:40.786294+00:00,agv_003,38.1,0.02,73.3,1143.8,2.3,1703.1,no,en_route,154.9,125.2,69.0,88.5
AGV - agv_003,AGV,agv_003,2024-10-19 17:19:00.220569+00:00,agv_003,13.1,0.06,51.5,482.4,0.6,1029.8,no,rerouting,167.3,181.5,172.1,145.6
AGV - agv_003,AGV,agv_003,2024-10-19 17:19:20.703433+00:00,agv_003,43.3,0.47,19.7,954.8,4.5,1846.6,yes,en_route,117.9,182.4,107.9,143.1
AGV - agv_003,AGV,agv_003,2024-10-19 17:19:41.141844+00:00,agv_003,39.3,0.05,77.3,132.5,4.6,1323.6,no,rerouting,69.5,192.9,114.8,143.7
