Machine,Type,Machine ID,Timestamp,machine_id,temperature,spray_pressure,paint_thickness,humidity,paint_flow_rate,paint_volume_used,atomizer_speed,overspray_capture_efficiency,booth_airflow_velocity,solvent_concentration,x,y,z
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:47:51.914407+00:00,painting_robot_002,8.3,2.9,66.0,44.8,4.8,1.5,2651.9,82.1,0.12,1.8,84.9,198.6,75.6
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:47:52.024309+00:00,painting_robot_002,9.9,2.2,146.0,30.8,1.4,1.9,2243.1,28.5,0.36,0.5,167.6,132.7,116.6
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:48:33.871751+00:00,painting_robot_002,4.8,0.9,47.2,46.3,1.8,0.3,1469.1,87.5,0.97,2.6,13.3,151.2,196.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:48:34.592119+00:00,painting_robot_002,42.9,0.8,132.4,26.8,3.9,1.3,1830.9,43.0,0.13,1.0,159.0,146.9,154.6
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:49:14.154684+00:00,painting_robot_002,46.2,3.9,7.6,91.7,4.3,1.2,1191.2,23.7,0.17,0.0,199.1,23.1,45.4
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:49:14.989635+00:00,painting_robot_002,40.9,3.3,18.5,96.2,2.4,0.5,1324.1,93.6,0.71,4.4,152.8,33.5,72.6
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:49:57.243120+00:00,painting_robot_002,1.2,3.4,24.9,6.2,1.7,0.1,2957.7,13.2,0.88,3.1,95.3,44.9,44.4
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:49:57.930601+00:00,painting_robot_002,18.0,3.4,51.9,74.7,3.1,0.3,2911.9,69.2,0.46,1.3,86.0,12.9,95.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:49:58.379072+00:00,painting_robot_002,18.9,0.3,24.5,22.2,5.0,1.4,1639.0,70.9,0.75,1.9,94.4,117.2,4.0
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:50:39.680070+00:00,painting_robot_002,23.1,3.8,98.5,53.7,0.8,0.9,1465.4,40.7,0.65,0.3,117.4,70.4,5.6
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:51:21.176261+00:00,painting_robot_002,4.9,0.3,135.9,37.5,1.2,0.9,1344.0,91.5,0.12,3.6,159.8,40.0,152.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:51:22.994522+00:00,painting_robot_002,29.6,4.3,29.1,7.1,2.0,1.9,1443.4,38.6,0.61,2.8,77.4,42.4,33.2
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:51:23.303828+00:00,painting_robot_002,32.5,1.8,116.2,52.3,0.8,0.5,1377.6,24.2,0.11,4.6,124.0,37.5,180.0
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:52:02.231668+00:00,painting_robot_002,10.3,0.9,58.9,22.0,2.5,0.6,2821.9,24.4,0.76,2.8,61.7,11.3,181.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:52:03.588556+00:00,painting_robot_002,25.5,2.3,59.4,23.6,0.4,0.2,2665.9,60.6,0.64,1.2,130.9,160.3,191.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:52:45.031253+00:00,painting_robot_002,23.1,2.2,115.0,63.9,4.7,2.0,239.9,48.2,0.87,4.6,22.8,78.6,104.4
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:52:45.549856+00:00,painting_robot_002,25.1,3.4,46.7,28.3,1.8,2.0,1108.2,55.0,0.15,0.5,106.8,197.5,150.9
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:53:26.591470+00:00,painting_robot_002,3.7,2.1,70.1,55.3,2.2,1.6,1725.2,84.7,0.26,2.5,42.9,104.3,172.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:53:28.857982+00:00,painting_robot_002,28.7,0.8,91.3,44.2,1.9,0.2,422.6,1.4,0.0,0.6,193.5,162.1,45.2
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:54:08.966272+00:00,painting_robot_002,32.1,3.7,61.6,30.5,3.6,0.6,1466.4,86.2,0.05,3.5,7.6,156.6,89.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:54:09.565797+00:00,painting_robot_002,46.7,1.4,4.9,24.6,4.8,0.9,2763.6,92.1,0.08,0.3,68.5,153.8,21.6
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:54:51.779298+00:00,painting_robot_002,2.0,4.7,55.5,19.4,3.8,0.1,2895.3,14.5,0.35,0.4,187.0,25.8,137.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:54:52.044262+00:00,painting_robot_002,1.3,2.2,12.3,58.8,0.9,0.3,1624.6,31.4,0.34,4.1,192.1,147.9,64.0
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:55:33.408262+00:00,painting_robot_002,27.0,3.3,105.7,36.6,1.4,1.4,2776.8,41.8,0.06,2.4,144.5,52.0,150.0
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:55:33.730925+00:00,painting_robot_002,39.9,4.9,64.2,79.1,2.9,0.4,450.6,84.2,0.78,4.8,107.6,15.3,180.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:56:15.066217+00:00,painting_robot_002,36.4,4.9,90.9,95.2,3.8,0.9,1257.0,17.7,0.63,0.6,184.3,51.1,4.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:56:16.024831+00:00,painting_robot_002,6.4,0.7,114.3,86.1,0.2,1.4,2104.3,41.0,0.45,0.7,114.8,117.1,135.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:56:16.622766+00:00,painting_robot_002,47.3,4.9,148.9,1.9,3.1,1.3,96.1,22.5,0.14,0.1,157.9,122.1,131.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:56:56.875045+00:00,painting_robot_002,30.4,2.8,28.5,3.8,1.6,0.6,1134.3,6.6,0.82,0.0,51.5,100.2,173.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:57:39.532968+00:00,painting_robot_002,4.6,1.7,137.6,11.6,1.6,0.2,1152.5,13.2,0.72,4.0,108.0,99.2,118.0
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:57:40.611135+00:00,painting_robot_002,3.1,4.0,125.0,44.1,4.0,1.4,336.9,37.7,0.75,4.2,71.4,116.0,83.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:58:21.880585+00:00,painting_robot_002,28.6,0.4,9.1,39.5,1.2,1.2,375.4,88.4,0.3,1.0,184.9,119.0,65.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:58:22.827436+00:00,painting_robot_002,6.2,3.7,94.7,30.0,2.0,1.2,170.9,96.3,0.55,4.1,188.0,67.2,9.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:58:23.019348+00:00,painting_robot_002,14.8,0.0,56.6,14.4,4.4,1.6,1057.6,0.4,0.59,3.3,195.1,192.1,167.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:59:02.038776+00:00,painting_robot_002,19.8,1.0,35.6,4.3,0.7,0.0,2967.7,33.1,0.36,2.9,14.8,191.0,57.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:59:02.512332+00:00,painting_robot_002,39.5,1.5,113.1,83.5,0.9,0.6,1648.7,26.1,0.63,4.7,97.9,198.0,3.2
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:59:44.770787+00:00,painting_robot_002,10.2,4.7,126.2,5.9,2.4,0.4,1358.0,34.1,0.96,0.1,179.3,136.5,149.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:00:28.017412+00:00,painting_robot_002,30.2,3.7,35.3,30.7,2.9,0.5,1207.0,99.5,0.71,1.1,49.1,8.2,175.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:00:28.156987+00:00,painting_robot_002,33.1,2.7,115.4,5.3,4.2,1.2,1539.2,67.6,0.05,1.4,156.8,163.0,152.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:01:08.870690+00:00,painting_robot_002,5.5,4.7,61.7,92.1,3.6,0.1,2507.8,24.0,0.86,4.5,4.4,166.6,191.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:01:09.178507+00:00,painting_robot_002,15.8,3.3,22.7,1.7,4.7,1.1,1515.7,76.2,1.0,0.3,65.8,71.2,52.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:01:51.043338+00:00,painting_robot_002,1.0,1.1,7.2,22.3,1.8,0.4,1727.7,68.5,0.01,4.5,130.0,159.2,92.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:01:51.239936+00:00,painting_robot_002,33.4,3.7,88.8,9.2,1.6,1.4,801.0,26.2,0.42,0.8,173.8,124.4,81.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:02:34.555482+00:00,painting_robot_002,26.4,1.4,128.3,36.1,3.7,0.4,1278.5,43.7,0.5,1.1,102.4,84.7,16.4
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:02:34.708564+00:00,painting_robot_002,0.1,4.6,46.1,21.0,1.3,1.0,17.0,9.2,0.06,2.5,134.8,37.4,191.9
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:03:15.437748+00:00,painting_robot_002,37.8,2.8,133.3,20.2,3.3,1.5,117.1,61.4,0.02,2.5,160.7,101.3,17.6
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:03:16.573157+00:00,painting_robot_002,43.0,1.6,110.9,86.9,1.8,0.7,240.4,80.1,0.77,0.2,180.0,5.4,54.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:03:58.185009+00:00,painting_robot_002,35.2,1.1,43.0,59.7,3.1,0.9,141.0,28.1,0.35,4.1,32.9,44.2,79.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:03:58.784005+00:00,painting_robot_002,17.1,2.8,59.4,55.0,4.6,0.6,2443.8,22.4,0.05,4.8,32.6,85.1,142.2
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:04:40.039382+00:00,painting_robot_002,49.8,3.9,71.5,86.5,1.9,2.0,2313.5,17.8,0.57,3.2,148.0,180.3,152.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:04:40.588478+00:00,painting_robot_002,1.6,3.1,28.9,28.1,4.3,0.3,1591.1,47.1,0.24,4.3,13.2,44.1,192.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:05:23.446280+00:00,painting_robot_002,32.3,2.6,123.4,14.2,4.9,0.3,1221.1,86.4,0.76,3.5,83.6,184.5,106.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:05:23.572107+00:00,painting_robot_002,33.6,4.9,31.3,11.9,3.5,0.4,2540.1,18.4,0.59,3.4,166.2,107.7,4.2
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:06:02.953393+00:00,painting_robot_002,23.8,4.9,60.5,18.4,3.0,0.7,1509.7,5.4,0.44,0.6,151.4,101.5,174.6
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:06:03.450903+00:00,painting_robot_002,27.7,4.1,86.1,55.3,1.4,1.5,2703.5,23.9,0.79,2.1,23.0,2.5,137.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:06:03.921975+00:00,painting_robot_002,0.3,1.4,146.2,30.7,1.9,0.2,612.9,76.8,0.87,0.9,159.2,73.6,46.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:06:46.062495+00:00,painting_robot_002,41.1,0.2,147.9,22.8,1.4,0.8,1085.7,93.9,0.77,0.4,148.3,155.4,2.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:06:47.194096+00:00,painting_robot_002,15.4,4.9,146.7,71.7,4.1,1.3,1496.4,45.4,0.76,2.0,95.9,47.3,179.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:07:29.143473+00:00,painting_robot_002,22.5,2.6,130.8,7.3,2.3,2.0,1666.6,65.0,0.61,4.8,136.1,56.8,138.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:07:29.596432+00:00,painting_robot_002,37.9,1.4,72.6,30.3,3.6,1.7,2160.3,2.9,0.44,4.4,55.5,194.9,108.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:08:09.357214+00:00,painting_robot_002,38.7,4.4,112.6,48.5,1.9,0.4,1186.5,20.3,0.38,1.7,15.0,175.3,105.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:08:10.609949+00:00,painting_robot_002,34.4,0.9,131.1,95.0,0.0,1.9,2814.0,61.5,0.89,4.5,126.9,193.6,31.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:08:51.822056+00:00,painting_robot_002,33.0,0.6,40.2,50.5,2.0,1.1,1526.6,65.9,0.08,3.3,4.3,151.4,110.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:08:52.130036+00:00,painting_robot_002,28.0,2.9,21.2,61.1,2.3,1.4,1121.8,99.7,0.1,0.7,122.6,121.9,180.2
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:09:33.537365+00:00,painting_robot_002,28.9,3.0,20.1,15.5,2.8,1.7,1644.2,56.7,0.52,0.2,36.2,38.9,157.6
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:09:35.411210+00:00,painting_robot_002,32.7,4.4,48.1,92.7,3.2,1.8,2507.1,8.2,0.07,0.0,145.1,132.3,103.2
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:10:15.464732+00:00,painting_robot_002,24.7,5.0,41.0,51.6,4.2,0.4,2500.0,87.9,0.94,2.6,31.0,157.7,150.2
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:10:16.945279+00:00,painting_robot_002,15.2,4.8,38.3,95.3,1.7,0.6,2557.8,77.8,0.23,2.3,116.5,190.3,70.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:10:58.793616+00:00,painting_robot_002,2.1,2.9,82.0,55.7,3.4,0.7,2507.7,48.2,0.17,2.3,124.8,138.1,118.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:10:58.982344+00:00,painting_robot_002,20.2,3.5,146.7,90.7,2.6,2.0,2845.3,61.7,0.89,2.0,163.6,87.2,143.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:11:40.001823+00:00,painting_robot_002,18.2,2.6,53.2,33.2,3.6,0.9,1590.0,8.0,0.57,1.3,7.4,22.7,63.9
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:11:40.937392+00:00,painting_robot_002,1.3,1.5,139.0,15.6,3.4,1.8,1401.9,79.1,0.66,2.0,158.8,70.6,155.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:11:41.211558+00:00,painting_robot_002,40.7,1.2,95.5,0.5,4.4,0.2,1691.2,40.3,0.34,0.5,185.2,176.6,54.4
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:12:23.857323+00:00,painting_robot_002,41.3,2.1,117.2,4.0,1.5,1.3,2398.2,63.5,0.26,4.3,19.1,56.3,173.9
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:13:02.611707+00:00,painting_robot_002,36.8,2.0,144.1,75.4,4.5,1.8,102.5,63.0,0.08,1.2,22.0,26.9,21.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:13:04.038315+00:00,painting_robot_002,23.9,2.6,69.3,90.3,2.6,0.6,2026.1,61.6,0.52,4.6,173.7,154.6,16.0
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:13:05.232319+00:00,painting_robot_002,38.9,3.0,79.3,89.6,1.1,2.0,1701.4,10.9,0.94,3.8,65.0,109.1,17.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:13:46.171654+00:00,painting_robot_002,16.3,0.3,149.3,4.4,2.4,1.8,303.2,3.8,0.82,0.3,86.2,106.4,66.9
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:13:46.427948+00:00,painting_robot_002,3.7,0.7,109.2,50.1,2.9,0.2,2305.6,88.9,0.46,1.9,73.1,4.4,172.2
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:14:29.458024+00:00,painting_robot_002,11.4,3.5,129.1,47.4,3.0,1.0,2040.9,15.5,0.87,0.6,165.0,122.6,153.4
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:14:29.708275+00:00,painting_robot_002,33.7,4.1,76.7,34.2,4.2,1.6,2338.1,93.6,0.1,4.2,81.6,88.9,61.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:15:09.587615+00:00,painting_robot_002,48.5,3.9,35.4,35.4,0.4,0.4,1626.1,61.1,0.14,2.5,5.3,71.0,147.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:15:10.543895+00:00,painting_robot_002,24.1,2.3,44.6,26.4,3.3,1.3,2887.1,48.3,0.5,0.9,27.4,11.7,100.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:15:11.104563+00:00,painting_robot_002,40.1,0.6,135.5,29.2,0.9,1.4,1364.4,95.6,0.51,4.3,80.6,49.7,33.9
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:15:54.370030+00:00,painting_robot_002,31.3,3.7,33.4,99.9,2.6,0.4,1002.6,78.3,0.53,4.9,126.8,19.8,12.0
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:16:34.855211+00:00,painting_robot_002,14.2,1.6,0.6,25.0,3.0,2.0,737.8,72.2,0.4,0.0,114.8,114.9,40.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:16:35.025408+00:00,painting_robot_002,5.3,2.1,138.6,73.3,3.6,0.3,2642.4,33.3,0.92,1.3,189.7,125.5,116.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:16:35.125050+00:00,painting_robot_002,48.7,4.8,117.0,7.1,2.3,1.4,650.0,5.4,0.8,0.7,133.8,172.4,123.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:17:16.138317+00:00,painting_robot_002,26.0,2.3,65.8,4.1,2.0,1.6,718.1,31.1,0.95,0.9,26.6,43.1,3.9
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:17:16.344213+00:00,painting_robot_002,7.8,1.6,79.3,87.2,2.0,1.0,40.1,0.5,0.57,2.1,185.0,89.4,71.4
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:17:57.754992+00:00,painting_robot_002,9.0,2.6,81.8,85.3,4.9,1.2,1463.0,69.0,0.82,4.4,82.1,65.2,52.9
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:18:40.172952+00:00,painting_robot_002,13.6,2.3,48.6,64.1,0.2,1.7,174.9,68.0,0.1,3.2,191.3,145.4,91.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:18:40.433992+00:00,painting_robot_002,37.0,0.6,37.0,67.8,0.4,0.2,549.5,84.6,0.35,0.8,152.9,163.1,99.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:18:40.618250+00:00,painting_robot_002,2.6,1.8,62.6,96.9,2.1,0.0,1194.5,76.4,0.89,2.3,10.4,66.7,146.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:19:22.619419+00:00,painting_robot_002,14.6,4.2,119.7,1.9,4.2,1.6,553.6,86.2,0.26,4.6,19.3,85.8,139.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:19:23.121686+00:00,painting_robot_002,26.4,3.6,29.7,24.8,2.7,0.7,2378.2,28.8,0.31,4.2,35.7,43.8,83.4
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:20:02.724066+00:00,painting_robot_002,16.2,0.1,20.3,78.2,2.3,1.4,2546.0,99.2,0.47,2.8,174.3,105.7,107.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:20:06.101027+00:00,painting_robot_002,39.9,1.4,84.9,60.5,3.0,0.1,2736.2,65.3,0.41,0.3,97.3,42.7,112.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:20:46.302390+00:00,painting_robot_002,27.1,1.8,126.2,37.0,1.2,1.6,2690.6,78.8,0.34,4.3,166.9,90.9,44.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:20:47.254901+00:00,painting_robot_002,13.7,0.7,75.5,53.7,4.9,0.4,918.9,73.7,0.11,2.6,163.2,146.4,162.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:21:27.794127+00:00,painting_robot_002,32.9,0.2,73.9,37.4,3.5,1.9,2541.4,72.7,0.17,1.9,44.9,108.4,36.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:21:28.514226+00:00,painting_robot_002,16.6,2.0,41.9,43.9,4.8,1.2,902.4,79.2,0.29,3.0,16.6,105.9,8.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:22:10.234270+00:00,painting_robot_002,19.1,4.5,119.8,20.3,1.4,1.1,688.8,57.5,0.29,3.0,146.3,196.7,69.9
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:22:36.143114+00:00,painting_robot_002,49.1,0.2,33.5,45.7,1.6,1.5,64.1,46.7,0.85,4.9,28.8,134.3,190.9
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:22:51.832014+00:00,painting_robot_002,49.4,0.7,65.9,59.5,4.2,1.6,1878.0,25.1,0.92,1.2,41.7,46.9,44.6
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:23:34.495443+00:00,painting_robot_002,12.5,4.8,101.1,39.9,3.5,0.7,64.7,26.2,0.26,3.7,16.1,29.9,143.9
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:23:36.275206+00:00,painting_robot_002,27.5,3.9,96.9,46.2,3.1,1.4,58.4,71.1,0.89,0.3,32.7,90.2,126.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:24:00.294561+00:00,painting_robot_002,1.5,3.0,19.7,10.8,3.6,0.0,2462.3,95.9,0.88,1.9,185.0,145.3,71.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:24:15.998263+00:00,painting_robot_002,19.8,0.4,61.2,93.7,1.4,0.8,1927.9,17.5,0.04,1.1,1.4,139.8,47.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:24:21.059627+00:00,painting_robot_002,39.5,4.7,94.5,95.6,4.0,1.9,2243.7,27.4,0.41,2.8,70.1,74.3,181.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:24:59.722174+00:00,painting_robot_002,47.1,0.0,90.4,15.8,0.8,0.8,1000.3,96.7,0.52,2.1,158.3,111.9,99.0
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:25:00.035821+00:00,painting_robot_002,8.6,0.0,91.5,87.4,1.5,0.1,978.6,44.1,0.89,2.6,91.2,188.2,151.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:25:40.931783+00:00,painting_robot_002,8.6,1.8,92.9,24.0,0.2,1.2,444.4,2.6,0.2,0.8,161.2,5.4,113.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:25:41.993770+00:00,painting_robot_002,40.0,2.3,107.9,97.1,0.1,0.3,2817.3,17.5,0.7,4.6,39.6,187.4,140.4
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:26:20.934286+00:00,painting_robot_002,22.7,1.4,120.4,52.4,1.4,1.4,1333.6,59.8,0.22,0.9,15.2,49.4,159.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:26:23.429286+00:00,painting_robot_002,18.9,0.1,55.7,99.7,0.8,1.7,1277.5,46.9,0.91,0.5,30.4,44.6,91.9
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:26:23.853675+00:00,painting_robot_002,11.6,1.5,17.3,59.9,0.1,1.2,265.6,39.6,0.83,4.5,168.6,161.4,19.2
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:27:06.379536+00:00,painting_robot_002,28.3,2.4,145.0,94.7,1.2,1.4,461.9,99.1,0.01,3.1,8.9,83.8,124.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:27:46.291810+00:00,painting_robot_002,0.3,4.9,92.9,6.9,3.9,1.5,2337.7,77.0,0.59,4.2,41.4,7.8,176.0
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:27:46.723965+00:00,painting_robot_002,35.1,3.2,50.2,18.3,1.6,0.8,1926.8,18.8,0.56,1.7,41.0,108.4,110.0
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:27:47.447811+00:00,painting_robot_002,2.5,4.2,20.8,25.6,0.6,1.7,533.4,19.6,0.71,1.7,98.6,163.1,105.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:28:28.234453+00:00,painting_robot_002,40.0,3.1,66.1,42.6,4.5,0.7,2217.9,21.2,0.38,1.6,16.0,37.4,82.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:28:29.611064+00:00,painting_robot_002,6.7,4.3,111.1,80.4,2.2,1.5,1993.4,27.3,0.0,1.3,29.4,18.9,51.9
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:29:11.220839+00:00,painting_robot_002,32.5,0.4,125.4,11.1,0.6,1.9,2722.0,75.7,0.4,4.3,63.6,70.8,69.0
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:29:12.073127+00:00,painting_robot_002,27.5,1.9,74.0,49.4,4.3,0.9,2323.6,61.3,0.86,0.5,30.7,185.2,146.2
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:29:53.389247+00:00,painting_robot_002,16.7,3.4,112.4,71.3,4.5,0.2,214.4,65.7,0.66,1.8,111.6,71.7,119.0
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 17:29:53.567243+00:00,painting_robot_002,29.8,0.9,132.8,54.4,1.5,0.5,606.7,20.4,0.28,0.2,181.6,158.0,75.9
