Machine,Type,Machine ID,Timestamp,machine_id,temperature,vibration_level,power_consumption,spindle_speed,tool_wear_level,cut_depth,feed_rate,coolant_flow_rate,material_hardness,chip_load
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:32:21.719471+00:00,cnc_milling_004,47.4,0.57,14.7,8111.2,55.7,3.4,489.6,1.96,121.7,0.39
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:32:41.772901+00:00,cnc_milling_004,88.2,0.98,18.4,6595.0,59.8,2.2,343.1,0.76,278.3,0.23
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:33:01.811218+00:00,cnc_milling_004,78.1,0.72,17.3,9018.2,14.4,6.7,411.9,0.02,31.2,0.48
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:33:22.111751+00:00,cnc_milling_004,65.2,0.39,14.7,1632.6,4.3,7.6,64.6,0.63,128.4,0.9
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:33:41.936170+00:00,cnc_milling_004,51.2,0.75,5.9,9574.1,64.7,5.0,160.5,1.25,19.5,0.99
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:34:01.954983+00:00,cnc_milling_004,34.7,0.89,13.9,12541.9,72.7,4.4,451.3,1.19,43.7,0.18
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:34:21.662705+00:00,cnc_milling_004,72.2,0.47,2.1,9843.2,91.2,3.0,285.5,0.92,268.9,0.52
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:34:42.491881+00:00,cnc_milling_004,80.3,0.54,13.5,13351.7,6.6,3.5,460.7,1.21,12.6,0.73
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:35:02.114417+00:00,cnc_milling_004,77.9,0.44,5.3,12348.3,74.5,8.2,264.5,0.01,13.7,0.55
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:35:21.714092+00:00,cnc_milling_004,86.4,0.23,10.8,6866.2,49.0,3.0,186.2,1.54,126.5,0.91
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:35:41.920501+00:00,cnc_milling_004,50.0,0.08,4.9,10438.8,54.6,3.0,334.3,1.8,19.1,0.51
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:36:01.901745+00:00,cnc_milling_004,86.5,0.04,4.6,11201.3,23.0,8.7,388.2,1.35,205.1,0.9
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:36:21.354612+00:00,cnc_milling_004,16.3,0.04,3.3,9080.7,46.1,9.1,314.1,1.49,39.3,0.31
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:36:41.361708+00:00,cnc_milling_004,78.8,0.11,2.5,5105.8,63.1,7.7,214.9,1.94,14.1,0.66
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:37:01.642952+00:00,cnc_milling_004,43.7,0.35,18.1,12040.8,95.4,5.4,5.6,0.48,119.4,0.73
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:37:24.803206+00:00,cnc_milling_004,51.9,0.6,13.2,8713.5,13.7,9.7,210.2,1.75,239.1,0.8
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:37:42.048988+00:00,cnc_milling_004,35.2,0.01,5.6,5933.2,92.6,8.4,242.0,1.46,164.9,0.5
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:38:05.979155+00:00,cnc_milling_004,55.9,0.09,17.0,11050.3,64.7,2.0,476.4,1.89,17.2,0.96
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:38:21.857463+00:00,cnc_milling_004,27.1,0.49,18.4,4356.2,13.9,2.3,475.7,1.28,50.3,0.61
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:38:41.809295+00:00,cnc_milling_004,95.1,0.72,8.4,681.2,60.8,6.8,103.0,0.25,258.2,0.56
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:38:58.978541+00:00,cnc_milling_004,89.5,0.57,10.0,2327.9,92.4,7.3,60.8,0.38,173.1,0.6
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:39:21.552488+00:00,cnc_milling_004,48.9,0.86,12.7,174.1,29.0,8.4,418.0,1.56,216.1,0.12
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:41:02.150251+00:00,cnc_milling_004,30.8,0.33,11.7,7127.0,6.4,4.5,63.7,0.11,92.5,0.03
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:41:06.381178+00:00,cnc_milling_004,49.1,0.63,9.6,1711.8,51.2,5.6,64.3,0.49,291.6,0.66
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:41:41.796619+00:00,cnc_milling_004,18.1,0.14,11.4,6513.7,70.0,0.2,482.2,1.99,67.0,0.63
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:42:01.816656+00:00,cnc_milling_004,42.9,0.94,13.5,6773.1,62.9,4.8,427.6,0.7,176.8,0.7
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:42:21.806707+00:00,cnc_milling_004,73.4,0.62,16.7,7391.8,25.1,9.4,217.0,1.39,265.6,0.47
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:42:42.213357+00:00,cnc_milling_004,56.8,0.93,1.5,7395.7,21.7,4.1,249.9,0.1,100.2,0.62
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:42:46.493963+00:00,cnc_milling_004,35.1,0.18,14.4,9982.5,46.1,0.6,468.9,0.31,96.0,0.92
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:43:06.960332+00:00,cnc_milling_004,88.5,0.68,7.5,445.0,10.3,2.3,44.7,1.22,74.9,0.59
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:43:31.880709+00:00,cnc_milling_004,83.1,0.25,16.6,10863.9,68.4,8.0,234.7,0.53,295.4,0.04
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:43:51.753970+00:00,cnc_milling_004,43.3,0.91,0.5,10529.7,26.7,5.5,50.0,0.36,3.4,0.29
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:44:11.939886+00:00,cnc_milling_004,95.6,0.58,14.6,9749.6,22.3,4.7,453.0,0.02,248.4,0.91
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:44:36.995941+00:00,cnc_milling_004,89.0,0.54,16.5,12450.7,51.4,5.0,349.3,0.18,63.4,0.76
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:45:01.458562+00:00,cnc_milling_004,63.4,0.29,3.5,1141.1,0.3,7.4,365.6,0.69,226.5,0.92
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:45:41.103985+00:00,cnc_milling_004,16.4,0.11,8.6,2749.2,83.1,7.9,342.5,1.82,92.8,0.08
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:45:46.097602+00:00,cnc_milling_004,48.8,0.03,3.8,4101.3,38.2,2.9,261.1,1.84,218.7,0.15
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:46:06.372777+00:00,cnc_milling_004,1.2,0.41,1.8,13340.7,68.5,4.3,360.7,0.19,168.1,0.89
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:46:31.616754+00:00,cnc_milling_004,28.2,0.77,15.0,3641.3,58.6,2.6,324.3,0.87,10.2,0.59
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:46:51.877833+00:00,cnc_milling_004,6.4,0.95,9.3,8030.4,2.2,4.0,5.7,1.55,248.0,0.24
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:47:10.648373+00:00,cnc_milling_004,47.1,0.5,11.7,968.4,84.8,6.2,497.6,1.37,288.6,0.8
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:47:25.840188+00:00,cnc_milling_004,34.8,0.98,5.7,12431.3,26.1,2.4,127.9,1.55,198.1,0.39
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:48:00.839753+00:00,cnc_milling_004,30.6,0.1,19.5,3177.6,99.7,5.6,455.6,0.28,177.5,1.0
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:48:16.370851+00:00,cnc_milling_004,91.0,0.84,6.1,1431.3,21.6,2.9,308.1,1.45,216.9,0.79
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:48:41.554445+00:00,cnc_milling_004,72.4,0.18,1.8,7824.0,82.5,1.6,476.3,1.85,201.1,0.72
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:48:56.702034+00:00,cnc_milling_004,62.4,0.15,1.4,14578.9,99.3,7.0,253.3,0.21,162.1,0.54
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:49:11.689795+00:00,cnc_milling_004,12.2,0.19,10.2,2068.8,77.4,9.0,444.1,1.4,100.3,0.27
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:49:41.225206+00:00,cnc_milling_004,70.1,0.94,9.9,2135.7,53.5,6.2,205.8,1.65,300.0,0.22
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:50:01.048868+00:00,cnc_milling_004,52.5,0.98,3.4,9494.0,57.9,0.9,360.3,1.97,111.3,0.88
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:50:05.875874+00:00,cnc_milling_004,62.5,0.29,1.0,8864.5,3.7,8.4,357.2,0.64,129.2,0.06
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:50:25.952713+00:00,cnc_milling_004,81.4,0.06,0.3,7450.7,22.0,1.9,79.4,0.36,126.8,0.46
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:51:01.364519+00:00,cnc_milling_004,49.2,0.04,17.5,819.7,57.8,9.6,236.1,1.0,241.0,0.62
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:51:06.399052+00:00,cnc_milling_004,94.4,0.21,11.4,6187.6,67.4,5.3,400.0,1.3,245.8,0.65
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:51:42.108980+00:00,cnc_milling_004,82.3,0.75,2.4,14271.0,19.5,2.0,268.6,0.85,264.4,0.12
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:51:54.075802+00:00,cnc_milling_004,24.9,0.27,12.8,7135.4,31.2,5.6,190.1,1.03,84.4,0.5
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:52:23.497127+00:00,cnc_milling_004,8.2,0.28,9.6,8018.4,51.9,1.1,304.4,0.98,171.5,0.21
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:52:41.385608+00:00,cnc_milling_004,50.9,0.08,15.6,10286.6,73.5,8.3,330.6,1.93,191.2,0.84
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:53:01.306804+00:00,cnc_milling_004,93.4,0.95,11.3,8703.0,25.7,4.5,77.9,0.02,3.5,0.6
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:53:12.003593+00:00,cnc_milling_004,59.8,0.96,10.0,6086.3,42.5,9.0,160.8,1.21,290.4,0.28
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:53:25.698305+00:00,cnc_milling_004,78.9,0.68,7.1,7141.2,51.5,7.2,449.8,1.98,44.1,0.79
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:53:46.392803+00:00,cnc_milling_004,1.0,0.82,18.0,11154.2,52.3,4.1,173.9,1.52,83.5,0.99
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:54:16.066327+00:00,cnc_milling_004,18.3,0.79,3.5,2786.6,85.7,4.0,324.6,1.22,209.5,0.75
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:54:41.477678+00:00,cnc_milling_004,77.4,0.68,9.5,392.8,74.2,6.1,284.5,0.9,191.8,0.56
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:54:51.491488+00:00,cnc_milling_004,30.6,0.65,19.8,7456.4,17.1,9.3,348.5,1.6,89.5,0.14
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:55:16.441687+00:00,cnc_milling_004,55.9,0.67,8.0,1944.0,31.2,5.6,153.9,1.86,26.6,0.08
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:55:31.721322+00:00,cnc_milling_004,78.6,0.3,12.7,11744.7,14.5,3.3,370.2,0.18,282.9,0.25
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:56:01.526988+00:00,cnc_milling_004,56.7,0.93,0.2,7967.5,38.9,1.4,203.7,0.77,180.7,0.89
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:56:16.440637+00:00,cnc_milling_004,67.0,0.04,5.0,9660.2,38.7,2.7,412.5,0.64,34.9,0.18
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:56:41.927741+00:00,cnc_milling_004,43.2,0.55,14.0,9870.9,54.6,3.9,412.5,0.54,38.5,0.96
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:57:01.340080+00:00,cnc_milling_004,97.7,0.87,7.4,3020.0,4.0,1.8,145.2,0.64,208.1,0.99
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:57:21.532000+00:00,cnc_milling_004,34.7,0.16,5.2,6400.4,7.7,1.3,246.9,0.88,260.6,0.4
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:57:26.366804+00:00,cnc_milling_004,7.4,0.23,15.6,5562.5,25.2,8.2,211.0,1.81,256.8,0.62
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:58:01.068658+00:00,cnc_milling_004,76.0,0.27,12.2,10930.1,25.0,8.7,45.0,0.13,166.5,0.74
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:58:11.415472+00:00,cnc_milling_004,3.1,0.63,2.3,8645.6,80.0,9.5,225.8,0.38,255.1,0.49
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:58:46.548748+00:00,cnc_milling_004,5.7,0.46,9.4,7395.4,1.4,6.2,147.3,1.89,266.1,0.73
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:59:22.133789+00:00,cnc_milling_004,41.1,0.08,1.5,4706.8,87.7,1.2,448.9,1.98,12.3,0.59
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:59:41.386300+00:00,cnc_milling_004,9.2,0.94,6.4,12391.6,51.6,1.9,99.3,0.57,2.6,0.65
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:00:01.646320+00:00,cnc_milling_004,46.5,0.27,11.9,3166.7,6.7,5.6,220.1,1.6,99.6,0.72
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:00:06.136571+00:00,cnc_milling_004,57.4,0.37,6.9,3864.7,91.1,6.1,99.3,1.17,107.7,0.61
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:00:30.879914+00:00,cnc_milling_004,16.2,0.24,10.0,11821.1,12.5,0.3,93.3,1.64,103.2,0.68
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:00:51.873437+00:00,cnc_milling_004,5.8,0.35,2.0,8115.5,90.2,5.9,170.6,0.54,210.7,0.66
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:01:16.601405+00:00,cnc_milling_004,51.4,0.65,19.7,14076.1,9.5,0.5,202.2,1.63,1.1,0.82
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:01:36.656736+00:00,cnc_milling_004,76.2,0.29,16.7,4438.3,20.8,0.7,111.4,0.97,78.1,0.74
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:01:52.118052+00:00,cnc_milling_004,27.8,0.44,11.3,10528.4,42.0,6.5,183.0,1.64,295.6,0.66
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:02:20.859928+00:00,cnc_milling_004,46.7,0.87,7.1,13735.4,14.1,4.5,432.5,1.29,152.3,0.29
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:02:41.381192+00:00,cnc_milling_004,23.7,0.27,8.9,12720.2,50.8,3.7,456.1,0.61,171.4,0.41
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:03:02.394450+00:00,cnc_milling_004,78.1,0.43,5.9,1524.6,81.0,1.5,293.0,1.34,294.8,0.94
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:03:21.051965+00:00,cnc_milling_004,63.5,0.32,19.8,12703.5,71.9,8.3,44.0,0.25,80.1,0.35
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:03:41.611232+00:00,cnc_milling_004,66.9,0.44,0.6,2473.2,54.2,7.8,341.2,1.38,293.8,0.35
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:04:01.597271+00:00,cnc_milling_004,47.2,0.72,5.2,5941.2,8.0,3.5,169.4,1.35,235.2,0.46
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:04:21.628129+00:00,cnc_milling_004,61.9,0.1,6.6,6756.9,52.5,5.9,325.8,1.41,103.1,0.96
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:04:41.018706+00:00,cnc_milling_004,81.3,0.21,5.1,1093.4,27.8,3.4,493.3,1.65,141.1,0.01
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:04:51.803276+00:00,cnc_milling_004,18.0,0.76,10.5,761.7,0.2,2.4,421.8,1.04,215.6,0.53
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:05:06.930389+00:00,cnc_milling_004,86.6,0.2,18.3,12806.6,37.4,8.2,298.2,0.48,225.9,0.56
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:05:36.513741+00:00,cnc_milling_004,14.8,0.58,18.1,9818.2,87.5,6.8,335.1,0.68,26.0,0.34
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:05:46.496552+00:00,cnc_milling_004,3.2,0.31,0.4,11241.9,51.9,7.7,276.4,1.32,91.7,0.65
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:06:21.604917+00:00,cnc_milling_004,72.8,0.01,9.8,13677.3,0.9,3.2,422.7,0.83,38.6,0.3
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:06:36.534319+00:00,cnc_milling_004,40.6,0.1,9.4,8084.3,4.9,9.9,258.3,0.42,67.4,0.95
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:06:47.193094+00:00,cnc_milling_004,33.5,0.15,14.8,4681.4,90.9,2.2,186.1,0.44,216.2,0.96
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:07:21.794251+00:00,cnc_milling_004,48.5,0.24,8.5,4500.0,66.4,1.5,275.4,0.34,214.2,0.11
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:07:40.962664+00:00,cnc_milling_004,52.9,0.84,18.4,4370.7,96.5,7.1,489.4,0.98,42.0,0.06
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:08:01.972395+00:00,cnc_milling_004,27.0,0.26,8.9,1258.9,20.3,0.3,37.8,1.46,290.4,0.08
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:08:21.525493+00:00,cnc_milling_004,46.5,0.89,12.5,12191.8,0.2,2.5,21.0,1.42,196.4,0.08
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:08:36.620337+00:00,cnc_milling_004,18.0,0.11,1.2,11945.8,87.3,7.9,136.3,0.69,124.1,0.44
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:09:01.567630+00:00,cnc_milling_004,78.4,0.31,17.3,3469.4,75.7,10.0,75.4,0.56,278.9,0.87
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:09:21.515800+00:00,cnc_milling_004,32.2,0.46,2.9,13166.8,17.7,8.3,155.2,1.36,31.5,0.53
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:09:36.165928+00:00,cnc_milling_004,21.6,0.43,3.9,7282.0,81.7,3.1,9.2,0.06,88.9,0.58
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:09:51.671448+00:00,cnc_milling_004,13.3,0.58,13.0,2502.6,56.2,9.7,492.8,0.69,295.3,0.36
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:10:20.771213+00:00,cnc_milling_004,10.7,0.98,14.3,2000.9,91.9,0.2,142.9,1.25,192.7,0.34
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:10:36.843080+00:00,cnc_milling_004,39.1,0.08,10.0,14290.8,41.5,7.2,402.1,0.88,270.9,0.85
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:10:56.315404+00:00,cnc_milling_004,39.7,0.5,6.1,7792.7,14.3,6.3,363.0,0.63,177.9,0.16
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:11:07.151000+00:00,cnc_milling_004,97.3,0.01,6.6,9134.8,29.9,9.5,463.1,0.84,1.7,0.77
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:11:41.161039+00:00,cnc_milling_004,30.8,0.65,0.3,6143.7,59.7,2.9,138.9,0.93,268.0,0.35
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:12:01.519861+00:00,cnc_milling_004,50.2,0.69,10.5,3923.5,25.1,0.3,412.9,0.23,231.8,0.57
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:12:11.782160+00:00,cnc_milling_004,58.9,0.44,0.4,9482.2,62.3,6.2,475.3,1.33,254.7,0.64
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:12:30.875354+00:00,cnc_milling_004,89.7,0.59,3.1,14097.0,31.3,6.3,420.7,1.9,130.2,0.28
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:13:01.788582+00:00,cnc_milling_004,65.9,0.99,3.3,11671.1,65.4,2.3,234.0,0.26,187.8,0.98
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:13:17.078941+00:00,cnc_milling_004,50.5,0.99,7.5,10341.3,26.8,1.6,211.9,0.43,72.6,0.28
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:13:41.856946+00:00,cnc_milling_004,26.1,0.6,18.5,8158.7,93.9,2.9,337.0,0.22,289.7,0.06
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:13:51.916700+00:00,cnc_milling_004,12.9,0.14,4.5,14117.2,71.8,3.2,226.4,1.32,183.0,0.43
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:14:21.625353+00:00,cnc_milling_004,33.7,0.54,8.4,8385.8,75.5,7.3,62.1,0.19,174.9,0.34
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:14:26.496430+00:00,cnc_milling_004,10.5,0.98,8.9,3599.8,95.5,7.6,337.6,0.21,63.3,0.26
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:14:56.993135+00:00,cnc_milling_004,79.5,0.3,9.7,8736.7,96.8,1.6,252.7,0.41,24.6,0.9
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:15:16.473843+00:00,cnc_milling_004,34.1,0.95,17.6,14181.4,54.2,9.6,370.8,1.24,261.5,0.58
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:15:41.458074+00:00,cnc_milling_004,75.2,0.88,0.8,2240.7,83.9,7.6,246.7,1.52,164.1,0.45
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:15:46.466515+00:00,cnc_milling_004,65.6,0.93,5.5,12285.2,10.2,6.6,25.8,1.24,103.4,0.33
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:16:11.729612+00:00,cnc_milling_004,12.6,0.57,15.1,1413.2,18.3,6.0,170.6,0.45,79.3,0.95
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:16:25.858258+00:00,cnc_milling_004,16.5,0.66,13.8,4434.3,50.9,7.1,100.5,0.0,67.4,0.2
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:16:56.913483+00:00,cnc_milling_004,71.1,0.2,3.8,2574.3,82.0,3.6,350.2,1.16,169.2,0.82
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:17:11.725048+00:00,cnc_milling_004,6.2,0.71,9.3,2213.6,43.2,8.0,345.8,1.56,128.7,0.66
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:17:31.375662+00:00,cnc_milling_004,43.0,0.82,19.6,13790.8,8.6,2.1,106.6,1.92,265.8,0.47
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:17:56.809165+00:00,cnc_milling_004,95.4,0.84,6.0,14134.1,3.1,7.7,105.7,1.58,181.7,0.24
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:18:11.546100+00:00,cnc_milling_004,53.7,0.66,2.3,584.0,13.2,10.0,304.8,1.89,89.2,0.88
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:18:31.035437+00:00,cnc_milling_004,53.1,0.21,18.9,2975.8,62.1,7.7,340.6,1.75,147.0,0.69
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:18:57.020476+00:00,cnc_milling_004,67.1,0.77,3.0,13645.4,64.7,8.8,362.5,1.13,256.1,0.36
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:19:07.160637+00:00,cnc_milling_004,46.7,0.57,6.1,14164.9,95.9,8.1,123.4,1.57,221.5,0.83
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:19:31.687394+00:00,cnc_milling_004,47.7,0.74,0.4,2872.0,60.2,7.6,391.7,1.52,16.4,0.89
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:19:45.867427+00:00,cnc_milling_004,80.9,0.11,6.5,8597.1,80.2,5.3,188.6,0.3,169.3,0.55
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:20:11.352935+00:00,cnc_milling_004,26.4,0.29,4.8,436.1,67.6,5.2,15.6,1.88,281.7,0.8
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:20:26.749918+00:00,cnc_milling_004,19.3,0.18,11.4,13021.9,95.1,8.2,161.6,0.03,169.0,0.47
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:21:01.727580+00:00,cnc_milling_004,25.3,0.28,5.9,9693.0,0.6,4.8,369.8,0.31,43.3,0.24
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:21:21.367035+00:00,cnc_milling_004,47.9,0.77,4.7,2255.5,57.2,3.6,376.4,0.98,85.8,0.41
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:21:36.335210+00:00,cnc_milling_004,88.2,0.64,17.0,9137.2,97.5,6.3,183.7,1.18,155.1,0.41
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:21:51.366831+00:00,cnc_milling_004,22.8,0.68,5.3,14273.8,69.8,1.9,57.6,1.45,225.5,0.78
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 17:22:21.166286+00:00,cnc_milling_004,0.1,0.28,14.7,4824.3,91.6,2.6,482.3,1.13,272.7,0.81
